Repository,Task ID,Bug / Task Description,Fix Commit,Patch Length (LOC),Base Commit,Source Archive,Archive Repo Root,Commit Subject,Confidence,Score,Changed File Count,Test File Count,Pass QA?,GPT5.5 Pass Rate,Visible Test Command Guess
lop-token,lop-token__e70d3fb91295,Fix: create propsal validation,e70d3fb9129544adfb88014832e385b17156e9fc,5,1de7ebfbc688c5d977d7799bb4399df702e2ad8b,project_silver_repos/Vs7qBPbKDigtlpC13zQJ__lop-token.zip,.,fix: create propsal validation,medium-high,18,1,0,,,npm test
messaging-ui,messaging-ui__2a2183ce5a8f,"Investigate and fix fix, race issue indicated by commit 'critical race conditions fix and tracking fix 4' in src/features/messaging/pages/MessagesPage.jsx, src/stores/useMessagingStore.js.",2a2183ce5a8f38575a29ddcc3468bb1a93fbf22f,7,6302b327d93e97d452f81e6d9641251d62f88862,project_silver_repos/F0HoIKfPjdNbdUcgLCkQ__messaging-ui.zip,messaging-ui,critical race conditions fix and tracking fix 4,medium-high,18,2,0,,,npm test
messaging-ui,messaging-ui__e917b211f85a,"Investigate and fix fix, race issue indicated by commit 'critical race conditions fix and tracking fix 8' in src/features/messaging/pages/MessagesPage.jsx.",e917b211f85aed7469b1603ac69a8bf7b1d4fb82,15,f70c6529beb158d235f1e2b34ae8d696a9f906ad,project_silver_repos/F0HoIKfPjdNbdUcgLCkQ__messaging-ui.zip,messaging-ui,critical race conditions fix and tracking fix 8,medium-high,18,1,0,,,npm test
Modelix-DataAnalytics,modelix-dataanalytics__19ae9c87b804,Fix: replace blocking OAuth thread with async httpx to eliminate 502 errors,19ae9c87b80442d318c97498230d182df2410fa2,104,c6e57bad7ab2b2956d22468c9eb6ac5a12b4cdb2,project_silver_repos/pwDgDXpEDs9oTnwjdmPq__Modelix-DataAnalytics.zip,.,fix: replace blocking OAuth thread with async httpx to eliminate 502 errors,medium-high,18,1,0,,,pytest
mydsa,mydsa__01c8b40e4d96,Fix: validate input parameters in incidence.py,01c8b40e4d962f6207e5adb61f00b6144f1d58c0,10,ff6161c66d6ed9bcdf839ee4624cc323316a8010,project_silver_repos/XbTpGOH2SEwlEKt6Hp1q__mydsa.zip,mydsa,fix: validate input parameters in incidence.py,medium-high,18,1,0,,,pytest
nexusflow,nexusflow__1cd9080f4c26,Fix session cleanup race condition,1cd9080f4c261ddc1ff5a66714e01dbe29d3578f,1,614bbd28681e493e29e0a18ae7e4c21dad734ac6,project_silver_repos/M6iJKfSMlaAOPJmvQEO5__nexusflow.zip,nexusflow,Fix session cleanup race condition,medium-high,18,1,0,,,pytest
nexusflow,nexusflow__cf235510a82e,Fix exponential backoff overflow for high retry counts,cf235510a82eb794f0792cb3a8e2918982ddbaba,1,72450b38c1e233b5515553c0b4c60790fa4dc9f6,project_silver_repos/M6iJKfSMlaAOPJmvQEO5__nexusflow.zip,nexusflow,Fix exponential backoff overflow for high retry counts,medium-high,18,1,0,,,pytest
PaalSportsBetting,paalsportsbetting__6d17994cf67f,Fix: add validate tickets logic for invalid ones,6d17994cf67f4c7b63f7bc13fc2c48d860c2dffe,91,dd76ff9fb20de4e456ef912809daddb613497ce9,project_silver_repos/S8DtF7EIIAipGtcjHJVI__PaalSportsBetting.zip,PaalSportsBetting,fix: add validate tickets logic for invalid ones,medium-high,18,5,0,,,npm install && npm test (verify package.json scripts)
PaalSportsBetting,paalsportsbetting__c22bf20fbea8,Fix: fx1 ai insights data validation,c22bf20fbea8c3e8a9160bd203eebec72c73f667,9,8b9fe2ff4e49568a2f5cf47035be9535e371256a,project_silver_repos/S8DtF7EIIAipGtcjHJVI__PaalSportsBetting.zip,PaalSportsBetting,fix: fx1 ai insights data validation,medium-high,18,2,0,,,npm install && npm test (verify package.json scripts)
Perplexica,perplexica__806c47e70592,"Investigate and fix fix, infinite issue indicated by commit 'feat(chatwindow): fix infinite loading' in ui/components/ChatWindow.tsx.",806c47e70592356193bacc487f6fe0b148e84337,7,ff34d1043fd3501f15e1e1ab2425b022c917911e,project_silver_repos/HWpxZHaTjvwLGQ8J4Gs8__Perplexica.zip,Perplexica,feat(chatwindow): fix infinite loading,medium-high,18,1,0,,,npm install && npm test (verify package.json scripts)
petobots-gen2-web3,petobots-gen2-web3__eb8515f93f42,Fix: .env.template fixed,eb8515f93f4257893ab1116c409eb64ea2e8b937,12,9109321dc8ed35c2cba7681e10d7a6d8c54e9e9f,project_silver_repos/rNi32ulTZkdlBp627TEM__petobots-gen2-web3.zip,petobots-gen2-web3,fix: .env.template fixed,medium-high,18,2,0,,,npm test
PrismLang,prismlang__bed96f327624,"Fix(perf): optimize parser and REPL — conditional replace, in-place filter, VM reuse",bed96f32762451103f3204527550c70d8abd0513,30,e231fe1c8c7236303f7e3ef4a44b0e915f3845cf,project_silver_repos/8mrrjCXoqAiwCNgqZxF5__PrismLang.zip,.,"fix(perf): optimize parser and REPL — conditional replace, in-place filter, VM reuse",medium-high,18,4,0,,,go test ./...
PrismLang,prismlang__bfda0eee082e,"Fix(perf): optimize GC and memory pool — hash refs, freed allocation cleanup",bfda0eee082ef97d1907b86a728bc54ac0835d8a,31,f16116299e36c952a22fbfe9c3e3f8468d18b28d,project_silver_repos/8mrrjCXoqAiwCNgqZxF5__PrismLang.zip,.,"fix(perf): optimize GC and memory pool — hash refs, freed allocation cleanup",medium-high,18,2,0,,,go test ./...
pulseguard-reconstructed,pulseguard-reconstructed__160996933d36,Fix: add _validate_port() check to TcpProbe to catch invalid configs at load time,160996933d36ab06db2f0f5679c561251896c048,6,553caff5be2b065d17d12df260e671326579ad17,project_silver_repos/74wMrp0vcELHRoOIPKjN__pulseguard-reconstructed.zip,.,fix: add _validate_port() check to TcpProbe to catch invalid configs at load time,medium-high,18,1,0,,,pytest
repflow,repflow__536b028e8049,Fix: Ensure case-insensitive repflow username lookup and validate FSM execution result.,536b028e804929acaaab5601d527fec9eefc0aca,16,aa4624a980bd3eec0836042ad199c7302fcf4266,project_silver_repos/wppZw34f4yHVOOzcJG0c__repflow.zip,repflow,fix: Ensure case-insensitive repflow username lookup and validate FSM execution result.,medium-high,18,3,0,,,pytest
sensorhub,sensorhub__ea50631efeba,Fix batch buffer race condition on flush,ea50631efebaeafb29193c896271b75abe8bab95,1,96e833327e5b9e98915f58e6b4830e16c77f71c0,project_silver_repos/1Q8J8PBsg1fBZGuyKGZ8__sensorhub.zip,sensorhub,Fix batch buffer race condition on flush,medium-high,18,1,0,,,pytest
studio-client,studio-client__3e859bc0c976,"Investigate and fix fix, infinite issue indicated by commit 'Infinite scroll on Notes page fix (#416)' in src/pages/Notes/Notes.tsx, src/pages/Notes/StudentList/StudentList.tsx, src/reducers/NotesReducer.ts.",3e859bc0c976f7f8430d32f83f4f92d8413ac8b0,44,c24ff2cf593df18e09dc1400ad369e6059636d59,project_silver_repos/WetpOR35a2XK61Y1HMqQ__studio-client.zip,studio-client,Infinite scroll on Notes page fix (#416),medium-high,18,4,0,,,npm test
taskflow-ts,taskflow-ts__0088b16def8d,Fix: resolve edge case in validation,0088b16def8d4da1fb067e743f0dbd78dbfda2e1,553,dec67ab6026c8ed280fd8278f320ffd5e64519db,project_silver_repos/aLj09WjWdj9lFzBRi3ph__taskflow-ts.zip,.,fix: resolve edge case in validation,medium-high,18,2,0,,,npm test
TerraBloom,terrabloom__4ae45642acf0,Fix x overflow,4ae45642acf0546416b36aaba0b9c0215ea77618,2,b2356b14f6744d4c2be360c74235f8b8fc8c221e,project_silver_repos/cQZcNJbYBwxfdXhfEjms__TerraBloom.zip,.,fix x overflow,medium-high,18,1,0,,,npm test
Trimayafit-demo,trimayafit-demo__bdb4db299262,Fix: Brand API routing and validation issues,bdb4db299262f7d316f8dde9a2ca8404892bcee9,11,a9af555d1631b0efca74c02d9ff1653cc51037d5,project_silver_repos/6ve4cqGOOWxEZtCTU4qu__Trimayafit-demo.zip,.,fix: Brand API routing and validation issues,medium-high,18,1,0,,,npm install && npm test (verify package.json scripts)
trio-new,trio-new__d1ab5860c6ad,"Investigate and fix memory, race issue indicated by commit '[3950-3999] updated race example to use variable assignment to track winner instead of memory channel.' in trio/_core/_parking_lot.py, trio/_core/_thread_cache.py, trio/_sync.py.",d1ab5860c6ad85904326a5826671c7280ce68c59,153,5785f3de22792d22974f4690fdbdf4d809bc636a,project_silver_repos/4PJzxaWNhjzpYjAjcn5h__trio-new.zip,trio-new,[3950-3999] updated race example to use variable assignment to track winner instead of memory channel.,medium-high,18,10,0,,,pytest
websiteSaige,websitesaige__a54343e151ed,Fix uploadSummary route to eliminate JSON.parse errors and ensure MIME type support,a54343e151ed623f82db772813f1b2ea97ade21c,65,46eedb8d6422bd112c560853ad501a44b47d4113,project_silver_repos/ZU25tULRW57Y5EMo0MB2__websiteSaige.zip,websiteSaige,Fix uploadSummary route to eliminate JSON.parse errors and ensure MIME type support,medium-high,18,1,0,,,
websiteSaige,websitesaige__b453c85e3b4a,"Investigate and fix fixed, memory issue indicated by commit 'long term memory fixed searchMemory edge function to have correct args' in websiteSaige/backend/src/controllers/memory.controller.ts, websiteSaige/backend/src/lib/supabaseMemoryClient.ts.",b453c85e3b4ad2a7227e841a798e2b72953ff16e,14,a190e891cc247d824a51cd56dfb9a1ee015021bc,project_silver_repos/ZU25tULRW57Y5EMo0MB2__websiteSaige.zip,websiteSaige,long term memory fixed searchMemory edge function to have correct args,medium-high,18,2,0,,,
weprocess-web-fe,weprocess-web-fe__0504e03f919f,Fix(seo): update SEO import paths and canonical URLs for SigninPage and SignupPage,0504e03f919f9c58afc6642c0f80d6e4b7be7bcf,8,0fc2f33330e0f9d9d212372f370bdb686eef35cc,project_silver_repos/KG8UdfknCytBHh2qMnO5__weprocess-web-fe.zip,.,fix(seo): update SEO import paths and canonical URLs for SigninPage and SignupPage,medium-high,18,2,0,,,npm install && npm test (verify package.json scripts)
wirewright,wirewright__d33e5b1ccd14,"Investigate and fix fix, underflow issue indicated by commit 'net/ipv4: fix borrow lifetimes in tests + ihl underflow guard' in src/net/ipv4.rs.",d33e5b1ccd14994ac206117b10e675c97825fe91,24,c25fd0dc178177e531ef2f6d8c70f648df57f7b2,project_silver_repos/HxW2ZEA3KLDjsbWQqwi2__wirewright.zip,wirewright,net/ipv4: fix borrow lifetimes in tests + ihl underflow guard,medium-high,18,1,0,,,cargo test
AdvisoryStudioBot,advisorystudiobot__7b639f697ec6,Fixed api path in settings,7b639f697ec62234c6e53dd54f3b548ad7c203e5,33,6c557ac960c24ca57f69764cf1d7e3b27ef45159,project_silver_repos/Xr1S7BI7vtEO6z5dUqUR__AdvisoryStudioBot.zip,AdvisoryStudioBot,fixed api path in settings,medium-high,17,3,0,,,npm test
airline-passenger-forecast,airline-passenger-forecast__47bede0e8bcb,Fix test_yoy_change_length: pct_change preserves NaN rows,47bede0e8bcbd317a26fa720bdc825b4d1bd2c09,2,10f7cd4644d5ca6b0b5402770f3db132fe6347a1,project_silver_repos/IHFIBBJOFvF7d5TXhyki__airline-passenger-forecast.zip,airline-passenger-forecast,fix test_yoy_change_length: pct_change preserves NaN rows,medium-high,17,1,1,,,pytest
Assetfox,assetfox__1235d1c875ca,"Investigate and fix fix, auth issue indicated by commit 'Comment out auth checks and fix import in location page' in app/api/ai/auto-fill/route.ts, app/app/location-hierarchy/page.tsx.",1235d1c875ca9f322ca08eb72fc3e32aa2bf3b0a,24,7d2565f63ddd6464c427caaf88c788e0a82fa2d3,project_silver_repos/jiMXHSE9ai4pzyzk0K5l__Assetfox.zip,.,Comment out auth checks and fix import in location page,medium-high,17,2,0,,,npm install && npm test (verify package.json scripts)
Assetfox,assetfox__a61842d63774,"Investigate and fix validation, auth issue indicated by commit 'Add auth debug page and improve password validation' in app/debug/auth/page.tsx, lib/auth/auth-utils.ts, lib/auth/options.ts.",a61842d637740c7ac10b1e08c55315a8f1549467,131,f331c34c978d0baa24274ac89a70fc69687e04a7,project_silver_repos/jiMXHSE9ai4pzyzk0K5l__Assetfox.zip,.,Add auth debug page and improve password validation,medium-high,17,3,0,,,npm install && npm test (verify package.json scripts)
AssetVault,assetvault__8c0fdf3619ff,"Investigate and fix auth, security issue indicated by commit 'add auth controller, security config, and DTOs' in AssetVaultBackend/src/main/java/com/assetvault/AssetVaultBackend/auth/SecurityConfig.java, AssetVaultBackend/src/main/java/com/assetvault/AssetVaultBackend/auth/controller/AuthController.java, AssetVaultBackend/src/main/java/com/assetvault/AssetVaultBackend/auth/dto/AuthResponse.java.",8c0fdf3619ff09b1c9867db22aaf71bb5c5e8a17,670,e6f97ace0754a908340ac190e5a9659e5b618a27,project_silver_repos/uR4KQeCcjiUcnsZyZXZm__AssetVault.zip,.,"add auth controller, security config, and DTOs",medium-high,17,6,0,,,
AssetVault,assetvault__fd4948436d1a,"Investigate and fix auth, security issue indicated by commit 'wire up auth controller and Spring Security config' in AssetVaultBackend/src/main/java/com/assetvault/AssetVaultBackend/auth/SecurityConfig.java, AssetVaultBackend/src/main/java/com/assetvault/AssetVaultBackend/auth/controller/AuthController.java, AssetVaultBackend/src/main/java/com/assetvault/AssetVaultBackend/auth/dto/AuthResponse.java.",fd4948436d1a481560e7099480c7c1830a89d69d,670,6e887003a27a9dd62bce6b7443b54f70ce3363b4,project_silver_repos/uR4KQeCcjiUcnsZyZXZm__AssetVault.zip,.,wire up auth controller and Spring Security config,medium-high,17,6,0,,,
brisque-nima,brisque-nima__a6da5bce53c3,Fix concurrent batch processing,a6da5bce53c3288ef6e4e5a7fc4d5763e3aba4d3,2,6754a1e925fe7d3728e87c915efb592b57ece428,project_silver_repos/zCG7ZjRUmwybvYzXlvxt__brisque-nima.zip,.,fix concurrent batch processing,medium-high,17,1,0,,,pytest
cart-system,cart-system__5c0f067ec68e,"Investigate and fix validation, auth issue indicated by commit 'update user auth validation' in src/app/(main)/page.tsx, src/components/user/Header.tsx, src/contexts/UserContext.tsx.",5c0f067ec68efce80af8233f1d06c5c77365a4a1,59,3ba4c675037f324a79326b1e46b6163380802a67,project_silver_repos/49NYJ24oWtr6X0he4rWw__cart-system.zip,.,update user auth validation,medium-high,17,3,0,,,npm install && npm test (verify package.json scripts)
casino-client,casino-client__5bdc2ce516d2,Fix crash gape graph position,5bdc2ce516d2c419dab8a4bc9e77234f34eb197d,456,08b10e0fe3482e71d281ef7c2a9033408b15f755,project_silver_repos/Byie9Hp4KC66Rd84c8G4__casino-client.zip,.,fix crash gape graph position,medium-high,17,2,0,,,npm install && npm test (verify package.json scripts)
cobol-rekt,cobol-rekt__f815e8d59873,Fixing comment injection into Neo4J opened by https://github.com/avishek-sen-gupta/cobol-rekt/issues/57,f815e8d59873463baa8013ba497e85aa1017f184,57,3fb9fae89e66a7e79f8fe31a4da339c76e115c1d,project_silver_repos/xCbpL93WUoaPJtZCv9CO__cobol-rekt.zip,.,Fixing comment injection into Neo4J opened by https://github.com/avishek-sen-gupta/cobol-rekt/issues/57,medium-high,17,5,0,,,mvn test
cobol_analyzer,cobol-analyzer__ce2bedcdebbe,Fix minor regression,ce2bedcdebbe0ab21e23e43b359686d9e3963f22,1,ce01dd6d40d0e8033d95e760f60bc143e356d646,project_silver_repos/yEuULL97YrxW8WkXYjYl__cobol_analyzer.zip,.,Fix minor regression,medium-high,17,1,0,,,pytest
converge,converge__0a7a2d91a3c4,Fix: VC is_concurrent_with should return False for equal clocks,0a7a2d91a3c48ccbe0b55cc0c9c739c2c040c89e,1,acd3f6a1b9cbd3271763d479d264bad97f0bee68,project_silver_repos/XxiCeP9hLjwwPgaA1HkM__converge.zip,converge,fix: VC is_concurrent_with should return False for equal clocks,medium-high,17,1,0,,,pytest
converge,converge__4a2a383a929d,"Investigate and fix edge, concurrency issue indicated by commit 'test: more VC edge cases (empty, roundtrip, concurrency)' in tests/test_vector_clock.py.",4a2a383a929df1d6e68b3b3159da1bb38680377f,26,a5710f7b71689dd528cf87f178fb5b4385e9d557,project_silver_repos/XxiCeP9hLjwwPgaA1HkM__converge.zip,converge,"test: more VC edge cases (empty, roundtrip, concurrency)",medium-high,17,1,1,,,pytest
converge,converge__d1e6f1a44026,"Fix: OR-Set concurrent add/remove — add must win, not dot-union",d1e6f1a4402676d18e0b3be6b9b8acd162d498c7,265,82d392e932ef000aed1b49c7def1bf653bfeb688,project_silver_repos/XxiCeP9hLjwwPgaA1HkM__converge.zip,converge,"fix: OR-Set concurrent add/remove — add must win, not dot-union",medium-high,17,2,0,,,pytest
cronus-ims,cronus-ims__8646a3b254f4,"Investigate and fix validation, auth issue indicated by commit 'add auth middleware with JWT validation' in src/cronus/api/middleware/__init__.py, src/cronus/api/middleware/auth_middleware.py.",8646a3b254f4a37c0c8b271bae1abe9973f465be,29,2a004fc0fa1e7290e7f05042d68e05f045d676ab,project_silver_repos/ufF90ECSWBNPYRCZPbas__cronus-ims.zip,cronus-ims,add auth middleware with JWT validation,medium-high,17,2,0,,,pytest
deepface-unity-age-estimator,deepface-unity-age-estimator__9ca1767c0e9b,"Investigate and fix auth, path issue indicated by commit 'test(auth): cover X-API-Key, Bearer token and public path allow-list' in tests/test_auth.py.",9ca1767c0e9bd59a7c7bc47e16fbbb510980f0c0,66,6971d2c4e10bc636a049fc6b838362057ab9c391,project_silver_repos/2ONWLvuJ8D90NBDdRSK3__deepface-unity-age-estimator.zip,deepface-unity-age-estimator,"test(auth): cover X-API-Key, Bearer token and public path allow-list",medium-high,17,1,1,,,pytest
ebm_core,ebm-core__2cabfa41c2cd,Fix minor regression,2cabfa41c2cd150e4575f800546b9cf160f0a798,1,bbfd1769f98444c087a13ec364e02e1c416b9c82,project_silver_repos/2ZBtf0KeVF8U4ZOQsagE__ebm_core.zip,.,Fix minor regression,medium-high,17,1,0,,,pytest
ebm_core,ebm-core__7fae099c74e3,Fix minor regression,7fae099c74e3ea916266d432b223a76b86946b9a,1,f27dddc13e0c8bca42d8f3a8b02ebb8f8266ab83,project_silver_repos/2ZBtf0KeVF8U4ZOQsagE__ebm_core.zip,.,Fix minor regression,medium-high,17,1,0,,,pytest
eventgrid-pro,eventgrid-pro__b1df8dbee08f,Fix promo edge case (maybe?),b1df8dbee08f4e0cc8b6378c51f883acdcc5fd17,8,041bf526cce475326c9fa38aa598f542ffcc7f90,project_silver_repos/Mp6XVHoHxuukF4SSa012__eventgrid-pro.zip,eventgrid-pro,fix promo edge case (maybe?),medium-high,17,1,0,,,npm test
fintechmiplata,fintechmiplata__11281b135ac6,"Investigate and fix null, integer issue indicated by commit 'upgrade provinceCode field to Integer to allow null values' in miplata-model/src/main/java/ar/com/fintech/miplata/model/person/Person.java.",11281b135ac60974f135aae94d029a21e1f71b53,6,d97f68ac5370a644fb1ba806f1babb7e186690e1,project_silver_repos/UCanRTkRu1IWCpq6fszg__fintechmiplata.zip,.,upgrade provinceCode field to Integer to allow null values,medium-high,17,1,0,,,mvn test
fleetops,fleetops__29a361301ed6,Fix: concurrent modification handling,29a361301ed6adb1cadaa46f8c4d23b2db1941ac,2,0f4f40b367edc5371b1387e7cb42fd5141be7592,project_silver_repos/vFF3IBWq47QkuXXBVDSq__fleetops.zip,fleetops,fix: concurrent modification handling,medium-high,17,1,0,,,pytest
folio-api-sub,folio-api-sub__bb9c28f06aa6,"Investigate and fix memory, concurrency issue indicated by commit 'feat(utils): add in-memory async task queue with retry and concurrency control' in app/utils/queue.py.",bb9c28f06aa66a61141f8a88741f225d901665bf,163,7fb66db7654abfa6ae94882b545ba8fc88144534,project_silver_repos/GB8qxY8lbUZz4OFUKyyK__folio-api-sub.zip,.,feat(utils): add in-memory async task queue with retry and concurrency control,medium-high,17,1,0,,,pytest
genie-api,genie-api__2bb1a5638362,"Investigate and fix fix, auth issue indicated by commit 'Revert ""Merge pull request #112 from GenieTheAI/fix/auth_env_fix""' in app/config.py, app/services/auth0_service.py, app/services/auth_service.py.",2bb1a56383629d18d2b72fcd8b6de23c344a1711,60,4c754b364d1b7147558db9135173bc04e780e19a,project_silver_repos/GstLmUs025XBQxrcJLvx__genie-api.zip,genie-api,"Revert ""Merge pull request #112 from GenieTheAI/fix/auth_env_fix""",medium-high,17,3,0,,,pytest
genie-api,genie-api__582f089b8247,"Investigate and fix fix, auth issue indicated by commit 'Revert ""Merge pull request #117 from GenieTheAI/fix/auth-issues-fix""' in app/routers/llm/endpoints.py, app/routers/location/endpoints.py, app/routers/users/endpoints.py.",582f089b82477581d3b6770f0f71740d9b8ed74d,10,8353a42da2db6026ede775a3f4771d58b1394247,project_silver_repos/GstLmUs025XBQxrcJLvx__genie-api.zip,genie-api,"Revert ""Merge pull request #117 from GenieTheAI/fix/auth-issues-fix""",medium-high,17,3,0,,,pytest
godhand,godhand__e81d3b611ad1,Fix: support shared auth cookie domain in production,e81d3b611ad10288dcd8db60596700b394ae1ba9,2,8675fe62cab1a17aa548a1d00964b79c6f37e04a,project_silver_repos/JReZXndfFv1WU9etK4hE__godhand.zip,.,fix: support shared auth cookie domain in production,medium-high,17,1,0,,,make (inspect Makefile targets)
